chid,top1,top2,top3
10125925,10,48,39
10125981,10,36,37
10126040,37,10,18
10126065,37,10,36
10126185,15,13,48
10126231,2,15,37
10126286,6,2,37
10126290,37,6,39
10126435,37,18,15
10126446,37,15,2
10126565,10,21,2
10126615,13,10,36
10126618,13,15,10
10126623,37,36,2
10126626,13,48,15
10126627,36,15,2
10126693,36,37,48
10126823,10,15,2
10126828,13,10,15
10126925,10,2,15
10126968,2,10,19
10127058,36,37,15
10127081,36,2,15
10127104,10,37,15
10127173,15,37,2
10127204,37,48,15
10127207,37,36,15
10127277,15,48,36
10127320,37,15,2
10127430,13,36,37
10127472,2,15,19
10127500,48,2,15
10127683,48,15,37
10127774,36,13,48
10127779,37,25,2
10127894,37,10,19
10127897,10,37,2
10127902,37,2,15
10127947,10,12,37
10128048,2,22,37
10128081,37,15,2
10128124,37,2,15
10128132,37,10,15
10128173,37,2,15
10128237,37,15,2
10128267,37,10,2
10128425,37,15,10
10128515,48,15,37
10128531,36,10,48
10128606,2,37,48
10128649,10,2,37
10128669,36,48,10
10128676,2,37,18
10128679,37,6,21
10128703,10,37,15
10128712,10,26,12
10128720,37,48,15
10128730,10,25,2
10128843,36,37,2
10128862,36,15,48
10128905,2,10,19
10129157,15,48,10
10129179,10,19,15
10129194,36,37,15
10129218,15,37,2
10129242,2,19,37
10129251,37,36,2
10129334,37,2,10
10129347,15,37,2
10129364,37,15,2
10129600,37,2,15
10129706,10,2,37
10129854,37,2,36
10129889,36,10,15
10129908,15,13,19
10129909,2,26,37
10129961,6,37,15
10129990,39,15,10
10130002,10,36,37
10130155,36,10,15
10130253,37,36,48
10130275,36,10,13
10130298,10,2,15
10130397,36,15,13
10130420,37,15,2
10130462,37,2,15
10130541,2,15,19
10130571,37,48,2
10130620,37,12,18
10130736,37,15,10
10130807,13,36,10
10130842,37,12,2
10130883,12,6,15
10131108,19,39,48
10131146,36,37,15
10131186,2,15,37
10131340,37,22,2
10131416,48,37,2
10131499,37,2,15
10131634,37,48,36
10131652,13,10,2
10131756,2,18,25
10131772,37,19,48
10131801,13,48,36
10131928,48,2,21
10131981,36,19,12
10132029,36,37,2
10132069,48,10,2
10132074,37,26,15
10132114,13,15,2
10132144,10,48,36
10132190,37,15,2
10132192,48,15,13
10132201,10,36,48
10132242,2,15,19
10132282,2,10,37
10132294,36,48,2
10132316,37,15,2
10132351,37,2,15
10132401,10,15,22
10132402,2,36,22
10132540,37,10,15
10132581,48,2,10
10132785,48,37,15
10132810,37,15,2
10132899,15,48,36
10132916,48,15,2
10132938,37,10,2
10132940,2,19,22
10132981,37,15,36
10133041,2,15,10
10133109,37,13,15
10133213,12,37,15
10133274,2,15,19
10133282,48,37,36
10133303,36,37,15
10133307,12,10,37
10133349,10,15,36
10133464,36,37,13
10133465,37,10,36
10133574,26,37,15
10133637,13,36,15
10133654,36,48,37
10133701,13,19,2
10133738,15,13,10
10133804,37,18,36
10133833,2,15,10
10133884,12,19,37
10133901,37,15,48
10134031,37,6,12
10134043,37,15,19
10134047,10,18,26
10134053,37,10,15
10134076,36,15,37
10134090,37,10,48
10134162,48,37,36
10134166,2,19,37
10134180,2,39,37
10134210,15,37,10
10134216,10,48,2
10134238,37,36,10
10134342,36,37,15
10134350,36,37,2
10134358,6,37,15
10134406,10,25,15
10134411,15,37,36
10134417,37,15,48
10134462,13,37,15
10134488,36,37,15
10134682,37,2,15
10134723,48,37,10
10134736,36,2,10
10134826,12,37,15
10134849,37,15,10
10134858,36,37,10
10134871,37,10,6
10134937,36,2,37
10134949,10,37,2
10135011,10,2,19
10135039,37,2,6
10135074,37,2,15
10135079,37,48,2
10135131,36,37,2
10135169,10,21,18
10135204,19,12,37
10135218,15,36,21
10135233,37,2,15
10135255,36,37,15
10135275,48,10,2
10135330,37,12,15
10135395,36,37,18
10135454,10,6,18
10135545,13,36,48
10135789,15,37,21
10135801,10,13,15
10135853,15,48,37
10135861,37,48,15
10135973,37,15,2
10135998,37,2,15
10136006,13,48,2
10136090,13,36,48
10136113,2,15,37
10136116,10,15,37
10136205,37,15,6
10136225,2,12,15
10136248,37,15,36
10136291,36,2,10
10136300,37,6,25
10136308,15,48,2
10136345,37,19,15
10136354,15,48,19
10136479,13,36,48
10136543,48,15,37
10136579,37,2,15
10136580,37,2,15
10136605,2,48,36
10136644,37,15,2
10136651,15,12,48
10136753,10,18,22
10136838,19,37,2
10136854,15,2,39
10136874,37,2,15
10136876,37,15,2
10136921,36,37,15
10136955,37,15,2
10136963,48,37,22
10136972,2,19,15
10136982,36,19,37
10137012,25,22,10
10137096,15,13,10
10137121,10,2,15
10137126,37,36,15
10137169,37,10,19
10137194,48,2,37
10137221,36,15,37
10137224,37,15,2
10137263,37,2,26
10137267,18,12,15
10137287,37,19,6
10137354,2,21,37
10137374,37,15,36
10137411,36,15,37
10137429,10,48,37
10137466,2,37,15
10137471,15,10,37
10137485,36,15,13
10137531,48,37,19
10137554,37,2,10
10137707,37,36,2
10137827,15,2,39
10137871,48,10,15
10137919,15,37,48
10137946,36,48,37
10137953,36,10,37
10138028,48,15,39
10138047,37,36,2
10138059,12,2,15
10138205,37,15,2
10138217,10,36,37
10138228,36,37,15
10138274,37,15,2
10138278,15,37,2
10138365,36,48,15
10138401,2,12,26
10138484,37,15,48
10138538,37,10,19
10138540,37,22,2
10138654,48,10,37
10138668,10,48,15
10138695,37,15,19
10138717,37,39,15
10138737,37,15,2
10138970,37,2,10
10139090,10,12,2
10139136,36,37,15
10139141,36,10,37
10139208,48,10,37
10139237,37,2,48
10139246,48,37,15
10139261,2,15,37
10139269,10,37,15
10139279,6,10,12
10139291,13,36,10
10139303,37,10,2
10139338,15,13,18
10139354,10,37,18
10139524,37,2,15
10139533,37,10,36
10139540,15,37,36
10139603,36,37,39
10139627,37,15,2
10139689,26,6,37
10139758,36,15,37
10139835,6,2,37
10139845,37,15,48
10139875,37,39,15
10139884,36,37,15
10139908,10,37,48
10139944,37,15,19
10140071,2,15,10
10140170,36,10,15
10140174,37,15,19
10140235,36,10,48
10140354,37,12,48
10140384,37,15,2
10140412,12,15,37
10140415,37,15,2
10140431,36,37,15
10140479,10,39,15
10140507,36,2,15
10140609,37,48,15
10140615,10,36,15
10140648,37,36,15
10140657,37,19,25
10140708,37,2,15
10140710,10,36,2
10140775,37,15,2
10140800,37,2,10
10140819,15,37,2
10140833,37,2,15
10140840,37,21,2
10140841,37,15,36
10141019,13,10,15
10141057,37,2,10
10141114,2,37,15
10141126,15,2,6
10141127,2,37,15
10141226,37,36,15
10141239,36,12,18
10141247,37,2,15
10141249,15,37,36
10141494,15,36,2
10141632,37,48,15
10141636,10,37,13
10141689,10,37,15
10141738,37,15,2
10141815,13,48,15
10141856,10,37,15
10141932,36,2,48
10141936,37,13,15
10141968,36,10,13
10142038,37,2,15
10142070,37,15,48
10142185,13,10,37
10142240,15,37,2
10142258,10,37,36
10142304,36,48,10
10142306,2,48,25
10142378,36,10,2
10142439,22,19,37
10142485,15,13,10
10142627,13,36,48
10142640,15,48,10
10142641,13,36,48
10142715,36,37,15
10142729,37,15,39
10142747,10,2,19
10142770,37,15,2
10142857,37,15,10
10142911,37,2,15
10142915,37,48,36
10142979,37,21,10
10142997,37,2,15
10143001,15,2,37
10143051,36,15,37
10143111,48,2,15
10143188,37,2,19
10143208,37,15,2
10143305,10,37,15
10143371,37,48,15
10143398,22,37,2
10143406,36,10,48
10143443,48,18,2
10143574,2,25,19
10143638,2,15,37
10143786,13,6,2
10143795,37,15,2
10143911,37,21,39
10143929,37,36,2
10144032,13,15,48
10144054,2,37,36
10144084,37,36,2
10144106,37,25,15
10144143,10,48,19
10144180,37,2,48
10144199,10,37,36
10144249,37,18,2
10144373,37,2,15
10144424,36,48,10
10144511,12,6,15
10144642,10,2,39
10144652,10,37,2
10144653,10,2,15
10144678,2,15,10
10144696,13,10,37
10144721,37,15,2
10144747,13,10,15
10144794,37,2,15
10144823,26,19,22
10144882,10,37,15
10144897,10,36,15
10144909,37,15,2
10144945,10,36,6
10144955,13,10,15
10144987,2,37,26
10145090,36,37,22
10145100,37,36,15
10145135,37,10,15
10145175,10,15,36
10145181,37,48,18
10145182,37,36,25
10145233,10,36,15
10145307,37,36,48
10145313,15,2,48
10145346,2,15,10
10145599,10,2,37
10145600,13,37,10
10145748,37,15,2
10145785,36,2,15
10145862,37,2,15
10145976,37,2,22
10145995,37,15,2
10146029,37,19,39
10146091,10,48,37
10146163,37,15,39
10146178,10,37,15
10146232,37,15,48
10146285,10,26,37
10146320,37,6,26
10146387,15,13,37
10146432,37,26,39
10146477,13,10,36
10146500,37,15,2
10146547,36,37,15
10146643,10,37,2
10146652,48,10,37
10146725,10,2,15
10146728,10,48,2
10146747,37,10,25
10146824,37,15,36
10146946,37,48,10
10147039,18,25,37
10147129,13,36,15
10147140,36,13,10
10147225,13,37,15
10147242,48,37,12
10147318,13,36,10
10147319,2,37,15
10147382,37,15,2
10147462,37,10,2
10147517,37,15,2
10147534,36,10,37
10147574,15,2,19
10147586,13,37,2
10147600,36,37,15
10147617,13,10,15
10147623,37,15,2
10147886,37,10,36
10147890,15,37,39
10147903,15,36,39
10147968,2,37,10
10147975,10,2,15
10147991,36,13,15
10147995,36,37,15
10148047,37,19,26
10148058,36,37,15
10148133,36,10,37
10148207,37,13,18
10148241,10,37,15
10148250,37,12,15
10148274,37,15,19
10148285,13,10,2
10148300,15,13,48
10148327,2,15,37
10148350,36,37,10
10148475,48,37,15
10148500,15,2,37
10148583,37,15,48
10148650,2,37,15
10148651,37,15,2
10148703,37,2,15
10148758,15,37,2
10148781,15,12,37
10148797,2,15,48
10148837,37,15,10
10148847,37,2,15
10148926,37,6,2
10148939,2,15,10
10148948,48,15,2
10149001,36,2,15
10149004,37,18,2
10149033,37,10,13
10149062,25,2,15
10149068,37,15,2
10149115,37,15,6
10149129,36,48,2
10149172,2,19,15
10149294,21,10,2
10149295,36,12,10
10149302,37,39,2
10149344,37,12,15
10149376,36,10,19
10149438,37,48,2
10149448,37,36,10
10149540,13,10,37
10149557,13,10,15
10149576,36,15,37
10149611,10,2,6
10149639,37,15,2
10149690,37,36,10
10149716,37,19,15
10149738,15,37,13
10149751,36,37,2
10149825,15,39,2
10149969,2,36,37
10149975,2,37,10
10150071,36,37,10
10150106,15,18,37
10150130,37,15,48
10150149,12,2,37
10150155,15,2,37
10150172,37,48,10
10150182,37,15,36
10150196,36,37,19
10150221,2,37,36
10150320,37,15,19
10150368,37,15,2
10150444,12,37,15
10150471,36,15,48
10150621,36,10,13
10150734,10,2,19
10150801,37,36,15
10150804,36,37,13
10150938,37,15,12
10150974,10,2,15
10151047,36,15,37
10151055,13,36,15
10151057,2,48,15
10151059,2,37,15
10151109,36,48,37
10151215,10,37,15
10151301,48,2,15
10151373,10,37,48
10151385,2,48,19
10151436,2,15,36
10151444,37,2,15
10151472,36,48,37
10151477,37,2,48
10151513,12,10,15
10151585,37,36,15
10151592,37,26,2
10151596,36,37,25
10151600,12,15,26
10151774,2,15,37
10151892,2,10,37
10151951,36,37,10
10151989,37,15,2
10152037,36,48,15
10152042,36,6,10
10152057,37,6,2
10152089,37,15,2
10152179,36,37,48
10152237,37,15,21
10152309,37,2,15
10152315,37,48,2
10152422,22,37,15
10152432,2,37,15
10152470,13,15,10
10152494,37,48,36
10152496,37,2,15
10152517,39,2,37
10152567,37,2,15
10152583,13,36,15
10152624,15,2,48
10152650,36,37,2
10152713,37,2,48
10152821,10,18,25
10152983,37,26,15
10153009,10,37,2
10153071,37,15,48
10153090,12,37,15
10153180,39,48,21
10153223,48,22,15
10153411,37,36,15
10153439,36,37,12
10153464,10,15,13
10153537,48,10,15
10153541,37,2,15
10153546,37,10,12
10153753,36,15,2
10153757,48,37,15
10153773,6,37,2
10153777,36,22,2
10153782,37,2,15
10153855,36,18,21
10153899,48,37,15
10154145,48,19,15
10154232,37,15,10
10154235,22,2,37
10154309,10,37,15
10154339,48,15,6
10154359,2,15,48
10154408,15,37,12
10154493,37,48,2
10154508,48,10,37
10154561,36,37,15
10154568,37,15,36
10154711,36,48,2
10154727,37,10,15
10154739,37,36,2
10154936,2,15,12
10154954,36,10,2
10154958,6,2,15
10155066,37,2,22
10155076,37,15,2
10155087,26,10,37
10155094,37,15,39
10155117,12,10,2
10155278,13,15,37
10155369,48,10,2
10155432,10,2,37
10155440,36,10,37
10155454,37,12,15
10155496,2,15,10
10155505,37,15,36
10155562,36,37,48
10155613,15,37,10
10155626,15,2,37
10155640,2,6,22
10155727,37,2,19
10155783,10,48,37
10155819,37,36,12
10155849,37,36,48
10155952,15,2,21
10156061,48,37,15
10156234,37,21,19
10156261,37,15,36
10156357,48,37,2
10156392,37,2,15
10156481,48,10,2
10156489,15,19,2
10156519,37,2,15
10156714,15,37,21
10156778,36,37,10
10156822,25,37,15
10156891,13,48,36
10157077,36,37,15
10157302,37,2,15
10157331,15,2,12
10157371,10,25,2
10157470,37,2,15
10157544,37,15,2
10157584,15,12,37
10157615,37,10,15
10157647,10,13,48
10157681,48,37,2
10157690,37,2,15
10157723,37,22,2
10157733,48,15,2
10157788,10,37,36
10157792,48,15,19
10157874,37,15,10
10157886,2,39,37
10157898,22,15,2
10157931,37,36,2
10157962,13,37,10
10158032,37,2,15
10158041,37,10,12
10158130,36,15,2
10158181,37,15,12
10158236,10,2,15
10158262,37,15,12
10158296,37,36,2
10158338,37,2,12
10158342,10,37,48
10158361,10,36,2
10158502,36,15,2
10158506,39,10,12
10158544,36,37,26
10158619,2,12,48
10158731,2,15,10
10158763,2,36,48
10158905,48,2,36
10158922,13,37,10
10159034,10,12,37
10159113,37,10,2
10159140,13,15,37
10159239,37,19,2
10159301,48,15,36
10159403,36,15,21
10159436,13,37,15
10159447,48,10,15
10159465,15,37,48
10159600,37,15,48
10159609,37,2,36
10159687,37,18,2
10159794,36,37,15
10159797,2,15,37
10159810,2,37,15
10159843,37,25,10
10159911,10,13,15
10159996,37,2,15
10160016,37,15,48
10160047,36,15,48
10160062,36,37,2
10160095,10,36,13
10160155,37,48,39
10160167,10,37,15
10160301,37,19,15
10160405,10,2,37
10160421,10,48,39
10160496,6,2,37
10160548,36,37,10
10160554,36,37,2
10160560,37,15,48
10160581,37,22,15
10160755,37,36,2
10160785,37,10,12
10160788,10,37,22
10160793,37,10,15
10160958,37,15,2
10161066,10,2,15
10161074,37,15,2
10161076,10,36,48
10161110,10,19,37
10161124,36,37,48
10161140,37,15,2
10161149,37,15,6
10161184,15,2,18
10161313,37,2,15
10161315,15,39,48
10161320,2,26,37
10161352,37,15,2
10161355,2,15,37
10161473,2,36,13
10161475,10,37,2
10161497,15,37,2
10161505,48,37,36
10161547,12,37,2
10161651,12,18,15
10161660,10,48,36
10161671,36,37,13
10161734,37,39,15
10161750,48,37,39
10161768,36,10,37
10161917,48,2,15
10161928,10,36,37
10162025,37,2,15
10162094,37,2,15
10162096,10,15,2
10162101,37,10,48
10162113,37,2,48
10162173,37,2,15
10162245,15,2,26
10162314,48,15,37
10162341,15,36,48
10162364,37,15,2
10162365,37,2,15
10162472,15,2,18
10162520,37,10,36
10162549,2,15,36
10162551,13,10,26
10162716,36,37,15
10162732,37,2,25
10162758,36,10,37
10162843,2,15,37
10162860,6,10,15
10162930,36,37,2
10163009,15,18,12
10163048,13,15,48
10163089,13,36,37
10163093,37,15,2
10163117,37,36,15
10163166,22,2,15
10163167,15,37,2
10163230,36,10,15
10163341,15,2,37
10163365,37,36,10
10163368,10,37,48
10163475,36,2,15
10163508,12,2,15
10163572,10,39,12
10163694,37,15,2
10163719,37,36,48
10163745,37,12,10
10163750,2,18,19
10163798,37,36,15
10163826,6,12,36
10163907,15,37,48
10163909,36,37,48
10164010,10,2,22
10164011,36,10,2
10164025,10,2,37
10164074,10,2,39
10164133,37,13,2
10164137,37,6,48
10164247,37,12,10
10164290,48,37,10
10164310,13,2,37
10164315,48,36,15
10164318,13,15,10
10164377,2,19,15
10164386,10,48,12
10164434,37,2,22
10164448,48,15,2
10164471,36,10,37
10164474,10,48,12
10164603,13,2,10
10164627,37,12,36
10164635,48,36,10
10164794,37,10,36
10164875,13,15,2
10164912,10,37,15
10164929,37,10,2
10164933,37,36,10
10164954,37,26,15
10165366,37,15,39
10165382,37,15,18
10165387,37,15,10
10165437,2,15,10
10165448,37,15,36
10165520,37,15,12
10165552,2,15,10
10165555,19,2,15
10165604,10,37,15
10165627,37,10,2
10165714,39,19,2
10165853,13,15,36
10165861,36,48,15
10165951,10,2,39
10165975,10,37,2
10165998,36,15,2
10166005,10,37,19
10166044,13,36,48
10166102,10,37,15
10166119,37,10,25
10166146,37,36,21
10166156,37,48,2
10166239,37,15,36
10166272,37,2,15
10166316,37,15,10
10166393,48,37,15
10166395,37,10,39
10166451,15,37,48
10166477,2,48,10
10166502,48,36,22
10166547,10,15,19
10166550,37,48,15
10166551,37,2,15
10166617,2,15,19
10166642,37,2,21
10166655,37,2,22
10166678,37,2,48
10166727,2,36,48
10166784,48,2,15
10166939,13,48,36
10166953,37,2,15
10166955,37,2,15
10166989,10,15,26
10167015,37,2,15
10167051,2,19,37
10167070,36,2,15
10167120,36,37,48
10167155,37,15,2
10167157,10,2,15
10167213,37,15,10
10167221,36,48,37
10167262,48,15,2
10167329,13,10,37
10167442,36,15,37
10167458,37,2,15
10167505,36,37,2
10167518,36,37,15
10167555,36,48,15
10167603,37,48,2
10167614,36,37,12
10167625,37,2,15
10167663,10,37,26
10167818,2,37,15
10167828,10,37,13
10167938,37,10,15
10168063,13,10,15
10168088,36,15,2
10168102,10,37,48
10168140,36,37,15
10168196,2,19,10
10168207,10,48,37
10168286,37,36,15
10168291,15,2,37
10168307,6,18,15
10168396,36,37,10
10168484,37,2,15
10168519,36,10,15
10168557,37,2,15
10168627,39,22,37
10168650,10,36,37
10168679,36,37,15
10168730,37,2,15
10168744,13,36,15
10168748,2,15,37
10168770,2,39,37
10168842,36,10,26
10168886,6,12,48
10168939,36,15,2
10168948,13,36,48
10168962,2,37,15
10168990,12,37,2
10168994,10,37,2
10169022,13,37,15
10169043,13,10,15
10169099,36,37,15
10169122,37,19,25
10169328,37,2,15
10169377,48,10,37
10169462,15,2,36
10169629,48,2,25
10169667,36,15,37
10169684,37,15,2
10169754,37,10,48
10169765,37,10,2
10169803,10,2,36
10169809,13,12,10
10169822,15,10,48
10169887,36,37,15
10169935,2,13,15
10170036,36,15,2
10170106,37,18,2
10170195,37,2,15
10170197,36,10,37
10170223,37,36,2
10170253,36,15,37
10170360,36,13,10
10170380,37,12,2
10170451,36,37,15
10170510,37,48,2
10170550,36,10,15
10170559,36,12,21
10170560,37,15,2
10170569,37,10,2
10170593,10,18,37
10170637,37,36,15
10170722,22,2,37
10170923,48,2,15
10170974,37,36,15
10171020,10,37,48
10171161,36,37,15
10171176,10,36,12
10171201,2,37,10
10171406,37,36,15
10171447,37,26,15
10171536,37,2,15
10171579,36,37,48
10171659,37,15,39
10171750,37,10,12
10171850,13,10,2
10171896,48,19,26
10171920,36,37,2
10171923,2,15,36
10171960,36,13,37
10171990,36,10,13
10172031,37,39,2
10172060,15,10,2
10172067,10,48,15
10172070,37,36,15
10172108,37,36,15
10172319,15,37,2
10172452,37,2,15
10172541,48,37,2
10172558,10,19,25
10172579,10,37,15
10172629,37,2,15
10172675,36,48,15
10172789,37,19,15
10172810,37,10,48
10172841,36,2,10
10172846,36,2,15
10173012,37,2,15
10173098,6,15,39
10173105,37,6,21
10173109,37,10,15
10173117,36,15,2
10173130,2,6,15
10173206,36,37,48
10173325,37,2,15
10173330,10,37,15
10173429,10,36,2
10173557,19,2,10
10173603,36,15,19
10173735,10,36,2
10173896,15,2,48
10173899,36,37,12
10173998,37,22,21
10174005,10,2,15
10174027,36,12,6
10174038,37,2,15
10174228,36,10,13
10174330,48,10,37
10174359,10,13,15
10174559,36,10,15
10174754,37,48,2
10174765,13,25,2
10174915,48,13,15
10174957,48,37,39
10174964,37,2,12
10174999,37,2,19
10175087,2,15,10
10175119,36,37,15
10175161,37,2,21
10175200,36,48,15
10175238,2,15,37
10175244,15,2,10
10175276,10,15,37
10175351,37,10,2
10175358,37,2,15
10175423,15,12,36
10175445,37,13,15
10175473,13,37,15
10175500,15,36,37
10175551,10,15,2
10175690,48,10,19
10175707,48,2,15
10175764,48,13,36
10175826,48,15,2
10175860,2,15,37
10175952,2,15,37
10176033,37,15,2
10176035,37,15,2
10176050,37,15,19
10176163,37,2,10
10176209,37,21,15
10176254,37,48,2
10176343,18,2,15
10176381,13,36,48
10176430,37,2,10
10176446,10,6,2
10176471,48,15,2
10176480,6,37,15
10176494,37,15,2
10176496,36,37,2
10176512,37,13,2
10176527,37,39,2
10176584,12,37,39
10176626,12,10,48
10176698,2,37,15
10176814,37,2,15
10176895,15,2,36
10176931,37,25,2
10176960,37,48,19
10177052,15,37,13
10177089,48,2,10
10177095,37,6,2
10177115,37,2,15
10177169,15,12,37
10177244,2,15,10
10177251,10,12,48
10177283,13,10,37
10177311,13,36,37
10177313,37,19,15
10177504,48,15,2
10177541,37,10,48
10177556,36,15,10
10177666,15,2,37
10177749,10,2,48
10177828,2,48,15
10177884,36,48,15
10177947,37,15,36
10177951,37,48,15
10177959,37,26,12
10177977,13,48,15
10178066,36,37,19
10178100,37,21,15
10178111,37,15,19
10178118,15,48,10
10178126,13,37,10
10178147,37,48,2
10178153,2,10,37
10178168,2,15,10
10178171,13,48,15
10178184,36,48,37
10178229,15,37,39
10178417,2,37,10
10178585,37,2,15
10178708,10,15,36
10178751,2,15,19
10178784,37,36,10
10178832,2,15,36
10178963,36,10,37
10178975,2,15,37
10179025,15,36,37
10179108,36,15,37
10179121,37,2,15
10179125,37,2,15
10179183,37,48,12
10179229,15,10,2
10179265,10,15,37
10179305,36,2,15
10179351,37,15,10
10179434,36,10,12
10179449,37,15,2
10179525,10,36,2
10179606,48,37,15
10179771,37,12,15
10179841,36,10,2
10179880,37,13,15
10179892,15,19,10
10179903,13,36,10
10179926,37,15,10
10179999,36,37,15
10180015,22,37,26
10180053,37,15,48
10180188,2,10,19
10180213,37,2,15
10180235,2,15,10
10180285,36,10,15
10180322,36,25,37
10180443,37,48,36
10180469,36,37,10
10180472,36,10,2
10180537,2,37,15
10180584,13,2,37
10180589,37,48,39
10180622,2,37,15
10180666,36,2,10
10180670,37,2,15
10180730,12,48,37
10180895,48,39,10
10180898,37,15,2
10180923,26,48,37
10180968,36,10,13
10180974,2,10,15
10181035,13,36,15
10181180,36,37,25
10181267,36,48,37
10181338,10,37,2
10181394,37,15,2
10181513,2,13,19
10181702,37,2,15
10181710,13,10,37
10181740,37,10,15
10181795,13,10,15
10181844,37,2,15
10181916,37,2,15
10181998,13,36,10
10182054,10,2,36
10182078,13,15,2
10182090,37,2,15
10182128,2,37,26
10182137,10,15,37
10182177,37,15,10
10182198,10,2,15
10182211,2,15,10
10182248,37,15,2
10182462,12,37,15
10182477,13,36,37
10182513,48,36,37
10182601,37,2,19
10182659,48,2,15
10182677,37,2,21
10182701,15,19,37
10182707,15,10,2
10182733,15,12,48
10182748,2,10,15
10182761,37,2,15
10182943,15,13,10
10182980,36,48,15
10183002,37,2,19
10183035,36,37,15
10183127,10,36,26
10183153,36,37,2
10183194,48,37,2
10183231,12,21,37
10183250,37,48,15
10183388,10,13,15
10183398,36,48,2
10183511,37,10,12
10183620,36,37,48
10183687,37,2,15
10183752,37,10,2
10183766,25,2,15
10183772,15,2,10
10183809,37,36,2
10183818,37,21,2
10183824,2,39,15
10183853,36,37,15
10183892,13,36,15
10183896,36,48,15
10183942,36,48,15
10183953,13,15,10
10184019,15,48,37
10184028,2,48,37
10184051,2,37,15
10184067,37,48,15
10184171,15,19,18
10184179,37,48,2
10184217,36,15,48
10184299,36,37,15
10184332,36,48,15
10184334,13,10,12
10184361,10,39,37
10184378,19,15,2
10184420,2,37,15
10184482,37,2,15
10184495,37,2,15
10184533,48,15,37
10184688,36,19,21
10184692,13,2,15
10184720,13,10,15
10184774,36,12,18
10184795,37,22,2
10184838,37,2,6
10184858,37,19,2
10184895,37,15,36
10184951,6,12,15
10184962,37,39,15
10185016,36,2,48
10185055,2,15,10
10185064,37,15,2
10185065,36,48,2
10185119,10,37,2
10185125,36,10,15
10185152,2,37,21
10185166,15,37,2
10185239,10,37,12
10185277,39,26,48
10185287,37,36,25
10185298,10,13,18
10185317,6,2,37
10185366,37,6,26
10185385,10,13,15
10185445,36,37,15
10185525,37,19,48
10185527,37,2,22
10185549,37,12,18
10185724,48,2,15
10185763,37,21,6
10185782,10,15,2
10185916,12,37,19
10185965,2,19,39
10186104,2,15,39
10186165,36,37,48
10186206,13,2,12
10186250,10,37,48
10186291,48,13,2
10186293,37,15,19
10186326,2,6,19
10186363,15,18,37
10186421,10,37,15
10186449,37,36,2
10186519,6,2,15
10186537,13,36,2
10186560,37,15,2
10186561,13,15,2
10186809,2,6,48
10186814,13,37,15
10186870,37,15,48
10186944,39,48,15
10186949,12,37,15
10186956,13,10,15
10187024,2,15,19
10187183,37,12,18
10187186,10,37,19
10187253,37,12,21
10187285,37,10,12
10187338,36,37,12
10187439,13,37,36
10187477,37,15,10
10187549,10,15,6
10187558,37,10,15
10187661,2,12,19
10187663,37,18,12
10187774,37,48,36
10187790,36,18,37
10187828,48,37,36
10187874,37,21,26
10187918,48,2,37
10188081,2,15,37
10188138,36,37,15
10188181,37,15,2
10188273,37,15,2
10188298,37,36,22
10188359,19,37,48
10188384,37,36,15
10188416,37,48,25
10188446,48,36,2
10188561,10,15,2
10188584,10,37,39
10188693,10,2,25
10188741,37,12,2
10188755,37,2,15
10188866,37,2,15
10188981,37,15,22
10188983,37,15,2
10189035,37,10,2
10189042,12,15,6
10189091,39,48,12
10189329,37,36,10
10189347,10,48,2
10189379,6,2,15
10189401,37,36,48
10189403,48,10,18
10189454,2,21,37
10189455,37,15,48
10189545,48,37,2
10189546,37,15,2
10189551,21,2,22
10189659,2,39,48
10189670,48,10,15
10189699,37,15,2
10189716,13,10,15
10189846,37,2,15
10189851,37,6,26
10190109,2,26,37
10190187,37,48,10
10190223,37,15,2
10190303,15,48,37
10190334,37,13,10
10190395,10,26,25
10190472,37,15,48
10190483,2,19,22
10190597,37,26,2
10190613,2,15,10
10190718,19,13,15
10190883,37,36,10
10191071,2,15,48
10191127,37,36,15
10191151,37,25,2
10191230,15,37,10
10191287,48,37,15
10191351,37,15,2
10191410,36,10,19
10191474,10,37,12
10191520,37,26,21
10191600,37,6,22
10191685,37,18,19
10191772,15,2,37
10191870,2,37,15
10191909,15,2,12
10191933,2,37,15
10192030,37,36,15
10192091,36,2,37
10192100,37,2,15
10192175,22,15,2
10192177,37,10,15
10192234,48,6,2
10192371,36,48,12
10192384,37,15,10
10192539,37,36,2
10192632,37,6,2
10192670,2,37,15
10192678,37,36,15
10192695,13,10,15
10192754,36,2,15
10192784,37,36,15
10192873,10,15,48
10192894,10,2,37
10192967,13,37,15
10193016,36,10,48
10193019,10,15,37
10193038,37,2,15
10193045,36,15,2
10193062,37,2,19
10193106,10,37,2
10193258,39,2,15
10193295,10,48,36
10193312,37,36,48
10193409,10,48,6
10193468,37,2,48
10193495,37,21,15
10193626,37,15,2
10193869,37,2,15
10193889,37,15,19
10193945,37,36,15
10193979,2,15,37
10194003,10,36,2
10194154,10,37,2
10194166,26,10,37
10194237,15,2,36
10194243,15,12,2
10194362,37,15,2
10194369,10,15,37
10194389,37,15,2
10194400,48,10,2
10194532,2,37,15
10194539,10,15,26
10194551,37,15,2
10194600,48,15,2
10194662,10,48,6
10194689,13,2,15
10194714,10,48,37
10194784,36,13,10
10194805,13,48,2
10194875,37,10,15
10194936,36,48,15
10194975,37,48,15
10194977,37,2,36
10195007,48,13,15
10195055,36,37,10
10195089,15,10,36
